_c0,appId,developer,developerId,developerWebsite,free,genre,genreId,inAppProductPrice,minInstalls,offersIAP,originalPrice,price,ratings,len screenshots,adSupported,containsAds,reviews,releasedDayYear,sale,score,summary,title,updated,histogram1,histogram2,histogram3,histogram4,histogram5,releasedDay,releasedYear,releasedMonth,dateUpdated,minprice,maxprice,ParseReleasedDayYear
555,com.Engkungs.MattyBRaps_Justin.wallpaper.BackgroundHD,Engkungs™ Developers,Engkungs%E2%84%A2+Developers,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,3,1,1,0,"Nov 13, 2019",0,0.0,New Wallpapers HD,Matty of BRaps the Justin : Wa,1578150925.0,0,0,0,0,0,13,2019,Nov,2020-01-04 15:15:25,None,0.0,2019-11-13 00:00:00
556,com.webappstore.christmasstickers,WebappStore,WebappStore,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,1,1,0,"Nov 16, 2019",0,0.0,“Christmas Stickers for Whats-app” are a great way to wish your family.,“Christmas Stickers for Whatsa,1575402024.0,0,0,0,0,0,16,2019,Nov,2019-12-03 19:40:24,None,0.0,2019-11-16 00:00:00
557,com.quasartec.tessel,QuasarTec,QuasarTec,https://reverent-varahamihira-36d857.netlify.app/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,66,16,1,1,6,"Nov 29, 2019",0,2.55,Infinite grids for creating mathematical art!,Tessel - Patterns on infinite,1647702143.0,30,6,6,12,12,29,2019,Nov,2022-03-19 15:02:23,None,0.0,2019-11-29 00:00:00
558,com.sense.mlm,Sense - immaterial Reality srl,Sense+-+immaterial+Reality+srl,http://sense-immaterialreality.com/,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,4,0,0,0,"Nov 25, 2019",0,0.0,Digitalization of the Art takes life,Litta Madonna Milan,1575908771.0,0,0,0,0,0,25,2019,Nov,2019-12-09 16:26:11,None,0.0,2019-11-25 00:00:00
559,com.appybuilder.italobarbiero.TextOnPhotos,Italo Barbiero,Italo+Barbiero,http://italobarbiero.com,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,8,1,1,0,"Dec 5, 2019",0,0.0,"Create wonderful images with creative text to share in social media, apps, etc.",Text On Photos - Social Media,1575831847.0,0,0,0,0,0,5,2019,Dec,2019-12-08 19:04:07,None,0.0,2019-12-05 00:00:00
560,com.gippy.christmassongwishesgamesphotoart,Gippy,Gippy,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,4,1,1,0,"Nov 10, 2019",0,0.0,"Introducing app Christmas Song, Wishes and Photo Art","Christmas Song,Wishes,Games &",1573416146.0,0,0,0,0,0,10,2019,Nov,2019-11-10 20:02:26,None,0.0,2019-11-10 00:00:00
561,com.allwall.wannaone,Lmontea,Lmontea,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,3,1,1,0,"Dec 4, 2019",0,0.0,Turn your Wanna One high-definition photos into free wallpapers!,Wanna One WallPaper - HD Image,1600246948.0,0,0,0,0,0,4,2019,Dec,2020-09-16 09:02:28,None,0.0,2019-12-04 00:00:00
562,com.animatednetwork.valentinestickers,Animated Network,Animated+Network,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,9,1,1,0,"Oct 17, 2019",0,0.0,Most passionate Valentine Love emoji and Kiss emoji according to Valentine mood.,valentine day emoji quotes and,1571311344.0,0,0,0,0,0,17,2019,Oct,2019-10-17 11:22:24,None,0.0,2019-10-17 00:00:00
563,com.animatednetwork.happynewyearstickers,Animated Network,Animated+Network,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,6,1,1,0,"Oct 16, 2019",0,0.0,Happy new year stickers and wallpaper  you can set as wallpaper.,Happy new year stickers quotes,1571291787.0,0,0,0,0,0,16,2019,Oct,2019-10-17 05:56:27,None,0.0,2019-10-16 00:00:00
564,com.inforotor.saas.galleries.mgml,Inforotor,Inforotor,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,5,0,0,0,"Oct 24, 2019",0,0.0,"Artwork recognition, collections, news",Museum and Galleries of Ljublj,1573041310.0,0,0,0,0,0,24,2019,Oct,2019-11-06 11:55:10,None,0.0,2019-10-24 00:00:00
565,com.handcent.sms.skin.bloomingcherryblossoms,Handcent,Handcent,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,10,5,0,0,2,"Oct 25, 2019",0,3.62,Blooming cherry blossoms skin for Handcent Next SMS,Blooming cherry blossoms skin,1572019897.0,1,0,3,1,3,25,2019,Oct,2019-10-25 16:11:37,None,0.0,2019-10-25 00:00:00
566,com.GoldenSlash.ArtGalleryAR,高雄市立美術館KMFA,5639049811373143909,https://www.kmfa.gov.tw/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,4,0,0,0,"Oct 28, 2019",0,0.0,Constructing historical pluralism from the KMFA collection,Constructing historical plural,1604932828.0,0,0,0,0,0,28,2019,Oct,2020-11-09 14:40:28,None,0.0,2019-10-28 00:00:00
567,com.freecoloring.mythologybeing,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,16,1,1,0,"Sep 27, 2019",0,0.0,Let’s color mythological being and goddess with our coloring book!,Greek Mythology Coloring Book,1662101639.0,0,0,0,0,0,27,2019,Sep,2022-09-02 06:53:59,None,0.0,2019-09-27 00:00:00
568,com.freecoloring.couplelove,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Sep 22, 2019",0,0.0,Let’s color love with our romantic coloring book!,Romantic Love Coloring Book,1655293620.0,0,0,0,0,0,22,2019,Sep,2022-06-15 11:47:00,None,0.0,2019-09-22 00:00:00
569,com.smokeart.artsoftech.smoke.art.photo.editor,artsoftech,artsoftech,https://www.telugumix.co.in/,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,0,10,1,1,0,"Oct 24, 2019",0,0.0,"Name editing with calligraphy style focus and filter, Name video maker","Name Art Photo Editor,Text art",1652017204.0,0,0,0,0,0,24,2019,Oct,2022-05-08 13:40:04,None,0.0,2019-10-24 00:00:00
570,com.birthday.name.art.artsoftech.maker,artsoftech,artsoftech,https://www.telugumix.co.in,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,0,10,1,1,0,"Oct 22, 2019",0,0.0,Birthday Video Maker with Song and Name,Birthday photo lab-video maker,1653719801.0,0,0,0,0,0,22,2019,Oct,2022-05-28 06:36:41,None,0.0,2019-10-22 00:00:00
571,com.NoYouFall.things,FineArt,7624805766268982683,https://ccfd81386.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,16,1,1,0,"Oct 22, 2019",0,0.0,How To Draw Cute Things is a tutorial drawing application,How To Draw Cute Things,1635678447.0,0,0,0,0,0,22,2019,Oct,2021-10-31 11:07:27,None,0.0,2019-10-22 00:00:00
572,com.NoYouFall.horror,FineArt,7624805766268982683,https://ccfd81386.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,251,15,1,1,6,"Oct 27, 2019",0,3.83,This application is very easy to use and user friendly,How To Draw Horror Characters,1615678029.0,55,13,0,27,153,27,2019,Oct,2021-03-13 23:27:09,None,0.0,2019-10-27 00:00:00
573,com.apkbarber.cutjeans,Apkbarber,5573423424941105660,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,7,1,1,0,"Oct 8, 2019",0,0.0,Sometimes even your most beloved pair of jeans just need a change,How To Cut Jeans Skills for bo,1583973642.0,0,0,0,0,0,8,2019,Oct,2020-03-12 00:40:42,None,0.0,2019-10-08 00:00:00
574,com.estudioarca,Tarija Creativa Digital,Tarija+Creativa+Digital,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,0,0,0,"Oct 10, 2019",0,0.0,ARCA - Study of Architecture and Art,ARCA - Arquitectura y Bellas A,1571165373.0,0,0,0,0,0,10,2019,Oct,2019-10-15 18:49:33,None,0.0,2019-10-10 00:00:00
575,com.loveanimated.aniversaryemoji,love animated,love+animated,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Oct 20, 2019",0,0.0,Anniversary Emoji is specially created with nice realistic and Beautiful,anniversary emoji and quotes w,1571571287.0,0,0,0,0,0,20,2019,Oct,2019-10-20 11:34:47,None,0.0,2019-10-20 00:00:00
576,com.freecoloring.graffiti,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,21,24,1,1,5,"Oct 1, 2019",0,3.42,Let’s color graffiti art with our coloring book!,Cool Graffiti Coloring Book,1651299351.0,3,3,3,1,8,1,2019,Oct,2022-04-30 06:15:51,None,0.0,2019-10-01 00:00:00
577,com.handcent.sms.skin.thrillernight,Handcent,Handcent,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,6,5,0,0,3,"Oct 25, 2019",0,4.0,Thriller night skin for Handcent Next SMS,Thriller night skin for Next S,1572016531.0,1,0,0,1,3,25,2019,Oct,2019-10-25 15:15:31,None,0.0,2019-10-25 00:00:00
578,com.howtodraw.amonkeystepbystep,bakasdo,bakasdo,https://bakasdo.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,12,1,1,0,"Sep 6, 2019",0,0.0,Let’s learn how to draw monkey with our drawing app!,How to Draw a Monkey Easy,1664078883.0,0,0,0,0,0,6,2019,Sep,2022-09-25 04:08:03,None,0.0,2019-09-06 00:00:00
579,com.bhima.princessdrawing,Bhima Apps,Bhima+Apps,http://bhimaapps.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,15,1,1,0,"Nov 2, 2019",0,0.0,Best Princess Coloring Book for girls - Cool princess Coloring game with glitter,Princess Coloring Book - Princ,1575915954.0,0,0,0,0,0,2,2019,Nov,2019-12-09 18:25:54,None,0.0,2019-11-02 00:00:00
580,com.mommyapps.LivingRoomInteriorr,Mommy Apps,Mommy+Apps,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,6,1,1,0,"Oct 12, 2019",0,0.0,a collection of some interesting interior interior design,300+ Living Room Interior Desi,1570931063.0,0,0,0,0,0,12,2019,Oct,2019-10-13 01:44:23,None,0.0,2019-10-12 00:00:00
581,com.Desainkueulangtahunanak.yulianiAPP,yulianiAPP,yulianiAPP,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,1,1,0,"Sep 28, 2019",0,0.0,Want to make a birthday cake for your child,Children's birthday cake desig,1569679513.0,0,0,0,0,0,28,2019,Sep,2019-09-28 14:05:13,None,0.0,2019-09-28 00:00:00
582,com.animatednetwork.santawallpaper,Animated Network,Animated+Network,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,1,1,0,"Oct 17, 2019",0,0.0,Merry Christmas Wallpaper amazing in HD quality,santa wallpaper christmas back,1571309565.0,0,0,0,0,0,17,2019,Oct,2019-10-17 10:52:45,None,0.0,2019-10-17 00:00:00
583,com.ideaboozt.ghettohd.car.insurance.provider,Ideaboozt,Ideaboozt,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Aug 23, 2019",0,0.0,Find the best HD Ghetto Wallpapers here..,Ghetto HD Wallpapers,1566547912.0,0,0,0,0,0,23,2019,Aug,2019-08-23 08:11:52,None,0.0,2019-08-23 00:00:00
584,com.ideaboozt.doodlearthd,Ideaboozt,Ideaboozt,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,8,1,1,0,"Aug 23, 2019",0,0.0,Find the best Doodle Art HD Wallpapers here..,Doodle Art HD Wallpapers,1566619439.0,0,0,0,0,0,23,2019,Aug,2019-08-24 04:03:59,None,0.0,2019-08-23 00:00:00
585,com.Idekreatifdaristikeskrim.yulianiAPP,yulianiAPP,yulianiAPP,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,3,1,1,0,"Sep 22, 2019",0,0.0,want to make a work of ice cream sticks,Creative ideas from ice cream,1569158892.0,0,0,0,0,0,22,2019,Sep,2019-09-22 13:28:12,None,0.0,2019-09-22 00:00:00
586,com.rangli.knittingdesigns,RangliApps,RangliApps,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,5,1,1,0,"Oct 21, 2019",0,0.0,Best knitting designs and handmade sweaters designs for india and pakistan.,Knitting Designs - Handmade Wo,1571723442.0,0,0,0,0,0,21,2019,Oct,2019-10-22 05:50:42,None,0.0,2019-10-21 00:00:00
587,com.ideaboozt.absolutedark,Ideaboozt,Ideaboozt,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,7,1,1,0,"Aug 27, 2019",0,0.0,Find the best Absolute Dark HD Wallpapers here ..,Absolute Dark HD Wallpaper,1566908215.0,0,0,0,0,0,27,2019,Aug,2019-08-27 12:16:55,None,0.0,2019-08-27 00:00:00
588,co.madseven.launcher.theme.polkadots,Seven Pixels,8644884162358965696,http://madseven.co/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,0,0,0,"Nov 5, 2019",0,0.0,"Personalize your smartphone with trendy, iconic & FREE Theme Icon pack Wallpaper","Apolo Polkadots - Theme, Icon",1572967864.0,0,0,0,0,0,5,2019,Nov,2019-11-05 15:31:04,None,0.0,2019-11-05 00:00:00
589,com.TokunanaLabs.jaydayounganwallpaper,TokunanaLabs,TokunanaLabs,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Nov 5, 2019",0,0.0,Here we have collecions of JayDa Youngan wallpaper.,Wallpapers for JayDa Youngan H,1573005095.0,0,0,0,0,0,5,2019,Nov,2019-11-06 01:51:35,None,0.0,2019-11-05 00:00:00
590,com.christmas_cards22.exerdite,Exerdite,Exerdite,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,21,1,1,0,"Nov 21, 2019",0,0.0,Share the Christmas Joy; Christmas Greeting Cards,Christmas Cards Greeting Desig,1574406099.0,0,0,0,0,0,21,2019,Nov,2019-11-22 07:01:39,None,0.0,2019-11-21 00:00:00
591,com.mo.apps.paintingeffects,MØ Apps,7922993290302497917,https://moappsinc.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,8,1,1,0,"Dec 8, 2019",0,0.0,Create amazing pictures with awesome painting filters,Magic Pictures Art - Painting,1666203778.0,0,0,0,0,0,8,2019,Dec,2022-10-19 18:22:58,None,0.0,2019-12-08 00:00:00
592,com.freecoloring.zenanimalforadult,bakasdo,bakasdo,https://bakasdo.flycricket.io/privacy.html,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,24,1,1,0,"Sep 30, 2019",0,0.0,Let’s color animals with our coloring book!,Animal Coloring Book for Adult,1650857375.0,0,0,0,0,0,30,2019,Sep,2022-04-25 03:29:35,None,0.0,2019-09-30 00:00:00
593,dom35.by,Gusarov,Gusarov,https://dom35.by/,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,2,0,0,0,"Dec 13, 2019",0,0.0,We have collected more than 90 home furniture stores in one place,Мебель в Минске - Домашний оча,1576234031.0,0,0,0,0,0,13,2019,Dec,2019-12-13 10:47:11,None,0.0,2019-12-13 00:00:00
594,com.racunduniaku.basketballswallpaper,silentmind.co,silentmind.co,https://racunduniaku.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,9,1,1,0,"Dec 13, 2019",0,0.0,get for free our cool wallpapers for you true basketball lovers,Basketballs Wallpaper & Backgr,1580497668.0,0,0,0,0,0,13,2019,Dec,2020-01-31 19:07:48,None,0.0,2019-12-13 00:00:00
595,com.CreatorApp.DrawingTutorialsketch,Creator App,7234802080482494838,https://docs.google.com/document/d/1ga879G-IdIiXkntK4MGcxBgyntULtdf1q3rSc7jShhA/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,10,0,0,0,"Dec 12, 2019",0,0.0,Application Tutorial sketching,Drawing Tutorial sketch,1576166138.0,0,0,0,0,0,12,2019,Dec,2019-12-12 15:55:38,None,0.0,2019-12-12 00:00:00
596,ribar.drawingdragon,Ribar,Ribar,https://drawingdragon.ribarapps.com/,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,24,1,1,0,"Dec 20, 2019",0,0.0,Easy way to draw dragon with step by step,How To Draw Dragon,1586482049.0,0,0,0,0,0,20,2019,Dec,2020-04-10 01:27:29,None,0.0,2019-12-20 00:00:00
597,com.FlowerCrossStitchPatternIdeas.daeng,daeng,daeng,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,8,1,1,0,"Dec 19, 2019",0,0.0,Examples of the Latest Cross Stitch Flower Patterns,Cross Stitch Flower Pattern Id,1576742589.0,0,0,0,0,0,19,2019,Dec,2019-12-19 08:03:09,None,0.0,2019-12-19 00:00:00
598,com.aarkwave.kitefestivalwastickers,basic_Instinct,basic_Instinct,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,8,1,1,0,"Dec 23, 2019",0,0.0,Latest new kite festival sticker for whatsapp chat..,Kite Festival-Makarsankranti W,1577088730.0,0,0,0,0,0,23,2019,Dec,2019-12-23 08:12:10,None,0.0,2019-12-23 00:00:00
599,com.beauty.coloringbook,Aulaul apps,Aulaul+apps,https://aulaul-app-dev.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,10,1,1,0,"Dec 26, 2019",0,0.0,Let's color beautiful girl in our coloring book!,Beauty Coloring Book for Girls,1657763791.0,0,0,0,0,0,26,2019,Dec,2022-07-14 01:56:31,None,0.0,2019-12-26 00:00:00
600,mobi.androapp.littletreeapps.c7489,Little Tree Studios,Little+Tree+Studios,http://littletreeapps.website,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,7,1,1,0,"Dec 27, 2019",0,0.0,"Happy birthday messages, wishes, cards and photo frame. Send free.",Happy Birthday Wishes 2020 - M,1577435443.0,0,0,0,0,0,27,2019,Dec,2019-12-27 08:30:43,None,0.0,2019-12-27 00:00:00
601,com.kidslearninggame.coloringbook,Kids Learning Game,4642816990402489693,http://kidslearninggame.in/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,16,1,1,0,"Dec 18, 2019",0,0.0,Preschool Coloring and Learning game for kids.,Coloring Book & Drawing Book -,1577292897.0,0,0,0,0,0,18,2019,Dec,2019-12-25 16:54:57,None,0.0,2019-12-18 00:00:00
602,com.pldesign.pandawallpaper,PL Design,PL+Design,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,7,1,1,0,"Dec 21, 2019",0,0.0,Panda Cute wallpapers offline free,Wallpapers Panda Cute HD Offli,1576983678.0,0,0,0,0,0,21,2019,Dec,2019-12-22 03:01:18,None,0.0,2019-12-21 00:00:00
603,gs.grosstil.by,Gusarov,Gusarov,https://grosstil.by/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,0,0,0,"Dec 20, 2019",0,0.0,Buying fabric in Minsk is profitable - GrosStil online store of fabrics,Магазин страз и тканей GrosSti,1576836801.0,0,0,0,0,0,20,2019,Dec,2019-12-20 10:13:21,None,0.0,2019-12-20 00:00:00
604,com.domenicocirasino.bitacora,Domenico Cirasino,Domenico+Cirasino,http://WWW.DOMENICOIRASINO.COM,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,2,0,0,0,"Dec 18, 2019",0,0.0,"\"Application to see in RA the cover of the book \"\"Logbook of a disturbed mind\"\"\"",Bitácora de una mente perturba,1579136622.0,0,0,0,0,0,18,2019,Dec,2020-01-16 01:03:42,None,0.0,2019-12-18 00:00:00
605,com.SuccessinMakingCompleteCrafts.BaktiCreative,Bakti Creative,Bakti+Creative,https://docs.google.com/document/d/1VJyl-s3OFPlLfIFY692wwTPHuwovVvIH48vuCDr-Hng/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,9,1,1,0,"Dec 30, 2019",0,0.0,How to make various handicrafts from various materials.,Success in Making Complete Cra,1577773399.0,0,0,0,0,0,30,2019,Dec,2019-12-31 06:23:19,None,0.0,2019-12-30 00:00:00
606,com.islamicmosque.coloringbook,Aulaul apps,Aulaul+apps,https://aulaul-app-dev.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,12,1,1,0,"Dec 21, 2019",0,0.0,Let's color mosque in our coloring book!,Islamic Mosque Coloring Book,1660781849.0,0,0,0,0,0,21,2019,Dec,2022-08-18 00:17:29,None,0.0,2019-12-21 00:00:00
607,com.wecandoitapps.marcosdenavidadfindeanio,WeCanDoIt,WeCanDoIt,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Dec 15, 2019",0,0.0,Personalize your photos with Christmas frames and New Year's Eve totally free,"Marcos para Fotos Navidad, fin",1576453061.0,0,0,0,0,0,15,2019,Dec,2019-12-15 23:37:41,None,0.0,2019-12-15 00:00:00
608,com.madesign.designbackground,maDesign,maDesign,None,1,Art & Design,ART_AND_DESIGN,None,5,0,None,0.0,0,2,1,1,0,"Jan 4, 2020",0,0.0,Design and create background cover,Background design & Skin gener,1578154323.0,0,0,0,0,0,4,2020,Jan,2020-01-04 16:12:03,None,0.0,2020-01-04 00:00:00
609,com.marclee.Friends,MarcLee,MarcLee,http://marclee.io/en/friends/,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,2,0,0,0,"Jan 2, 2020",0,0.0,Countless people who do not exist are staring at us.,Friends - AI Generated Portrai,1665321312.0,0,0,0,0,0,2,2020,Jan,2022-10-09 13:15:12,None,0.0,2020-01-02 00:00:00
610,com.Robot.coloringbook,Color Go,Color+Go,https://colorgo-games.blogspot.com,1,Casual,GAME_CASUAL,None,1,0,None,0.0,0,7,1,1,0,"Sep 7, 2022",0,0.0,"Everyone loves to coloring games, This Coloring Game is the best Game Coloring.",Multi Robot - Coloring Pages,1662602266.0,0,0,0,0,0,7,2022,Sep,2022-09-08 01:57:46,None,0.0,2022-09-07 00:00:00
611,com.marclee.MoreAndLess,MarcLee,MarcLee,http://marclee.io/en/more-and-less/,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,6,0,0,0,"Jan 4, 2020",0,0.0,Which animal species have recently become extinct? How do we deal with this?,MORE AND LESS,1665318887.0,0,0,0,0,0,4,2020,Jan,2022-10-09 12:34:47,None,0.0,2020-01-04 00:00:00
612,com.stylishhandbag.coloringbook,Aulaul apps,Aulaul+apps,https://aulaul-app-dev.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,7,1,1,0,"Dec 26, 2019",0,0.0,Let's color stylish handbag in our coloring book!,Handbag Coloring Book,1657358338.0,0,0,0,0,0,26,2019,Dec,2022-07-09 09:18:58,None,0.0,2019-12-26 00:00:00
613,com.Mami.ModRusFarDesi,RK Unit,RK+Unit,https://z241b9ff9.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,18,1,1,0,"Dec 29, 2019",0,0.0,Modern Rustic Farmhouse Designs Ideas | 500+ Best Farmhouse Designs Ideas,Modern Rustic Farmhouse Design,1577614843.0,0,0,0,0,0,29,2019,Dec,2019-12-29 10:20:43,None,0.0,2019-12-29 00:00:00
614,com.MensShoeDesigns.muinAPP,muinApp,muinApp,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,1,1,0,"Jan 9, 2020",0,0.0,All Men's Shoe Designs Are Here,Men's Shoe Designs,1579418778.0,0,0,0,0,0,9,2020,Jan,2020-01-19 07:26:18,None,0.0,2020-01-09 00:00:00
615,com.mycompany.jsnet.artisictransfer,JS Net,4724862627926568855,https://jsnet-company.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,2,1,1,0,"Jan 4, 2020",0,0.0,You turn your picture into an artist.,"","",0,0,0,0,0,4,2020,Jan,"",None,0.0,2020-01-04 00:00:00
616,com.blackgamedrawanime,black game,black+game,https://maniagame441.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,5,1,1,0,"Jan 5, 2020",0,0.0,guide for How to draw anime and manga characters step by step tutorial,How to draw anime and manga st,1653040553.0,0,0,0,0,0,5,2020,Jan,2022-05-20 09:55:53,None,0.0,2020-01-05 00:00:00
617,com.MensKokoShirtDesign.muinAPP,muinApp,muinApp,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,1,1,0,"Jan 6, 2020",0,0.0,All Men's Koko Shirt Designs Are Here,Men's Koko Shirt Design,1579336343.0,0,0,0,0,0,6,2020,Jan,2020-01-18 08:32:23,None,0.0,2020-01-06 00:00:00
618,com.pldesign.kawaiiwalpapers3d,PL Design,PL+Design,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,8,1,1,0,"Dec 22, 2019",0,0.0,New wallpapers HD OFFLINE KAWAII free,Kawaii Wallpaper Cute HD OFFli,1577011545.0,0,0,0,0,0,22,2019,Dec,2019-12-22 10:45:45,None,0.0,2019-12-22 00:00:00
619,com.WoodCarvingDesignIdeas.muinAPP,muinApp,muinApp,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,52,3,1,1,0,"Jan 13, 2020",0,4.33,All Wood Carving Design Ideas Are Here,Wood Carving Design Ideas,1579438869.0,0,0,8,17,26,13,2020,Jan,2020-01-19 13:01:09,None,0.0,2020-01-13 00:00:00
620,com.dressgown.drawingtutorials,Aulaul apps,Aulaul+apps,https://aulaul-app-dev.flycricket.io/,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,273,12,1,1,5,"Jan 11, 2020",0,2.67,Let's learn how to draw dress gown !,How to Draw Dress Step by Step,1665202063.0,91,91,0,0,91,11,2020,Jan,2022-10-08 04:07:43,None,0.0,2020-01-11 00:00:00
621,com.FlowerBouquetIdeas.muinAPP,muinApp,muinApp,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,3,1,1,0,"Jan 10, 2020",0,0.0,All the Flower Bouquet Ideas Here,Flower Bouquet Ideas,1579418668.0,0,0,0,0,0,10,2020,Jan,2020-01-19 07:24:28,None,0.0,2020-01-10 00:00:00
